,Unnamed: 0,timestamp,light
0,0.0,5000.0,34.0
1,1.0,5100.0,34.0
2,2.0,5200.0,34.0
3,3.0,5300.0,34.0
4,4.0,5400.0,34.0
5,5.0,5500.0,33.0
6,6.0,5600.0,31.0
7,7.0,5700.0,31.0
8,8.0,5800.0,31.0
9,9.0,5900.0,31.0
10,10.0,6000.0,30.0
11,11.0,6100.0,30.0
12,12.0,6200.0,31.0
13,13.0,6300.0,31.0
14,14.0,6400.0,33.0
15,15.0,6500.0,33.0
16,16.0,6600.0,33.0
17,17.0,6700.0,33.0
18,18.0,6800.0,35.0
19,19.0,6900.0,35.0
20,10.0,6000.0,30.0
21,11.0,6100.0,30.0
22,12.0,6200.0,31.0
23,13.0,6300.0,31.0
24,14.0,6400.0,33.0
25,15.0,6500.0,33.0
26,16.0,6600.0,33.0
27,17.0,6700.0,33.0
28,18.0,6800.0,35.0
29,19.0,6900.0,35.0
30,20.0,7000.0,30.0
31,21.0,7100.0,30.0
32,22.0,7200.0,30.0
33,23.0,7300.0,30.0
34,24.0,7400.0,29.0
35,25.0,7500.0,29.0
36,26.0,7600.0,31.0
37,27.0,7700.0,31.0
38,28.0,7800.0,31.0
39,29.0,7900.0,33.0
40,20.0,7000.0,30.0
41,21.0,7100.0,30.0
42,22.0,7200.0,30.0
43,23.0,7300.0,30.0
44,24.0,7400.0,29.0
45,25.0,7500.0,29.0
46,26.0,7600.0,31.0
47,27.0,7700.0,31.0
48,28.0,7800.0,31.0
49,29.0,7900.0,33.0
50,30.0,8000.0,35.0
51,31.0,8100.0,35.0
52,32.0,8200.0,36.0
53,33.0,8300.0,36.0
54,34.0,8400.0,35.0
55,35.0,8500.0,35.0
56,36.0,8600.0,36.0
57,37.0,8700.0,36.0
58,38.0,8800.0,38.0
59,39.0,8900.0,38.0
60,30.0,8000.0,35.0
61,31.0,8100.0,35.0
62,32.0,8200.0,36.0
63,33.0,8300.0,36.0
64,34.0,8400.0,35.0
65,35.0,8500.0,35.0
66,36.0,8600.0,36.0
67,37.0,8700.0,36.0
68,38.0,8800.0,38.0
69,39.0,8900.0,38.0
70,40.0,9000.0,38.0
71,41.0,9100.0,36.0
72,42.0,9200.0,35.0
73,43.0,9300.0,35.0
74,44.0,9400.0,34.0
75,45.0,9500.0,34.0
76,46.0,9600.0,34.0
77,47.0,9700.0,34.0
78,48.0,9800.0,36.0
79,49.0,9900.0,36.0
80,40.0,9000.0,38.0
81,41.0,9100.0,36.0
82,42.0,9200.0,35.0
83,43.0,9300.0,35.0
84,44.0,9400.0,34.0
85,45.0,9500.0,34.0
86,46.0,9600.0,34.0
87,47.0,9700.0,34.0
88,48.0,9800.0,36.0
89,49.0,9900.0,36.0
90,50.0,10000.0,35.0
91,51.0,10100.0,35.0
92,52.0,10200.0,35.0
93,53.0,10300.0,35.0
94,54.0,10400.0,35.0
95,55.0,10500.0,35.0
96,56.0,10600.0,36.0
97,57.0,10700.0,36.0
98,58.0,10800.0,35.0
99,59.0,10900.0,35.0
100,50.0,10000.0,35.0
101,51.0,10100.0,35.0
102,52.0,10200.0,35.0
103,53.0,10300.0,35.0
104,54.0,10400.0,35.0
105,55.0,10500.0,35.0
106,56.0,10600.0,36.0
107,57.0,10700.0,36.0
108,58.0,10800.0,35.0
109,59.0,10900.0,35.0
110,60.0,11000.0,36.0
111,61.0,11100.0,36.0
112,62.0,11200.0,36.0
113,63.0,11300.0,36.0
114,64.0,11400.0,36.0
115,65.0,11500.0,36.0
116,66.0,11600.0,36.0
117,67.0,11700.0,36.0
118,68.0,11800.0,37.0
119,69.0,11900.0,37.0
120,60.0,11000.0,36.0
121,61.0,11100.0,36.0
122,62.0,11200.0,36.0
123,63.0,11300.0,36.0
124,64.0,11400.0,36.0
125,65.0,11500.0,36.0
126,66.0,11600.0,36.0
127,67.0,11700.0,36.0
128,68.0,11800.0,37.0
129,69.0,11900.0,37.0
130,70.0,12000.0,36.0
131,71.0,12100.0,36.0
132,72.0,12200.0,36.0
133,73.0,12300.0,36.0
134,74.0,12400.0,36.0
135,75.0,12500.0,36.0
136,76.0,12600.0,35.0
137,77.0,12700.0,35.0
138,78.0,12800.0,36.0
139,79.0,12900.0,36.0
140,70.0,12000.0,36.0
141,71.0,12100.0,36.0
142,72.0,12200.0,36.0
143,73.0,12300.0,36.0
144,74.0,12400.0,36.0
145,75.0,12500.0,36.0
146,76.0,12600.0,35.0
147,77.0,12700.0,35.0
148,78.0,12800.0,36.0
149,79.0,12900.0,36.0
150,80.0,13000.0,34.0
151,81.0,13100.0,34.0
152,82.0,13200.0,35.0
153,83.0,13300.0,35.0
154,84.0,13400.0,35.0
155,85.0,13500.0,35.0
156,86.0,13600.0,41.0
157,87.0,13700.0,41.0
158,88.0,13800.0,39.0
159,89.0,13900.0,39.0
160,80.0,13000.0,34.0
161,81.0,13100.0,34.0
162,82.0,13200.0,35.0
163,83.0,13300.0,35.0
164,84.0,13400.0,35.0
165,85.0,13500.0,35.0
166,86.0,13600.0,41.0
167,87.0,13700.0,41.0
168,88.0,13800.0,39.0
169,89.0,13900.0,39.0
170,90.0,14000.0,39.0
171,91.0,14100.0,39.0
172,92.0,14200.0,40.0
173,93.0,14300.0,40.0
174,94.0,14400.0,41.0
175,95.0,14500.0,41.0
176,96.0,14600.0,41.0
177,97.0,14700.0,41.0
178,98.0,14800.0,41.0
179,99.0,14900.0,41.0
180,90.0,14000.0,39.0
181,91.0,14100.0,39.0
182,92.0,14200.0,40.0
183,93.0,14300.0,40.0
184,94.0,14400.0,41.0
185,95.0,14500.0,41.0
186,96.0,14600.0,41.0
187,97.0,14700.0,41.0
188,98.0,14800.0,41.0
189,99.0,14900.0,41.0
190,100.0,15000.0,40.0
191,101.0,15100.0,40.0
192,102.0,15200.0,41.0
193,103.0,15300.0,41.0
194,104.0,15400.0,40.0
195,105.0,15500.0,40.0
196,106.0,15600.0,38.0
197,107.0,15700.0,38.0
198,108.0,15800.0,38.0
199,109.0,15900.0,38.0
200,100.0,15000.0,40.0
201,101.0,15100.0,40.0
202,102.0,15200.0,41.0
203,103.0,15300.0,41.0
204,104.0,15400.0,40.0
205,105.0,15500.0,40.0
206,106.0,15600.0,38.0
