,Unnamed: 0,timestamp,gx,gy,gz
0,0.0,5000.0,6.470240116119385,-3.5403199195861816,-4.822159767150879
1,1.0,5100.0,6.470240116119385,-3.5403199195861816,-4.822159767150879
2,2.0,5200.0,6.470240116119385,-3.5403199195861816,-4.822159767150879
3,3.0,5300.0,6.470240116119385,-3.5403199195861816,-4.822159767150879
4,4.0,5400.0,8.301440238952638,4.3338398933410645,2.1363999843597408
5,5.0,5500.0,8.301440238952638,4.3338398933410645,2.1363999843597408
6,6.0,5600.0,8.301440238952638,4.3338398933410645,2.1363999843597408
7,7.0,5700.0,1.2207999229431152,-0.122079998254776,-0.3051999807357788
8,8.0,5800.0,1.2207999229431152,-0.122079998254776,-0.3051999807357788
9,9.0,5900.0,12.452159881591795,4.761119842529297,-1.3428800106048584
10,5.0,5500.0,8.301440238952638,4.3338398933410645,2.1363999843597408
11,6.0,5600.0,8.301440238952638,4.3338398933410645,2.1363999843597408
12,7.0,5700.0,1.2207999229431152,-0.122079998254776,-0.3051999807357788
13,8.0,5800.0,1.2207999229431152,-0.122079998254776,-0.3051999807357788
14,9.0,5900.0,12.452159881591795,4.761119842529297,-1.3428800106048584
15,10.0,6000.0,12.452159881591795,4.761119842529297,-1.3428800106048584
16,11.0,6100.0,12.452159881591795,4.761119842529297,-1.3428800106048584
17,12.0,6200.0,5.798799991607666,-2.5636799335479736,-5.4325599670410165
18,13.0,6300.0,5.798799991607666,-2.5636799335479736,-5.4325599670410165
19,14.0,6400.0,-6.4091997146606445,-3.723439931869507,-9.033920288085938
20,10.0,6000.0,12.452159881591795,4.761119842529297,-1.3428800106048584
21,11.0,6100.0,12.452159881591795,4.761119842529297,-1.3428800106048584
22,12.0,6200.0,5.798799991607666,-2.5636799335479736,-5.4325599670410165
23,13.0,6300.0,5.798799991607666,-2.5636799335479736,-5.4325599670410165
24,14.0,6400.0,-6.4091997146606445,-3.723439931869507,-9.033920288085938
25,15.0,6500.0,-6.4091997146606445,-3.723439931869507,-9.033920288085938
26,16.0,6600.0,29.848560333251953,-3.84552001953125,-3.0520000457763667
27,17.0,6700.0,29.848560333251953,-3.84552001953125,-3.0520000457763667
28,18.0,6800.0,29.848560333251953,-3.84552001953125,-3.0520000457763667
29,19.0,6900.0,88.14176177978516,-13.24567985534668,-1.8312000036239624
30,15.0,6500.0,-6.4091997146606445,-3.723439931869507,-9.033920288085938
31,16.0,6600.0,29.848560333251953,-3.84552001953125,-3.0520000457763667
32,17.0,6700.0,29.848560333251953,-3.84552001953125,-3.0520000457763667
33,18.0,6800.0,29.848560333251953,-3.84552001953125,-3.0520000457763667
34,19.0,6900.0,88.14176177978516,-13.24567985534668,-1.8312000036239624
35,20.0,7000.0,88.14176177978516,-13.24567985534668,-1.8312000036239624
36,21.0,7100.0,48.22159957885742,15.321040153503418,-22.828960418701172
37,22.0,7200.0,48.22159957885742,15.321040153503418,-22.828960418701172
38,23.0,7300.0,48.22159957885742,15.321040153503418,-22.828960418701172
39,24.0,7400.0,-13.489839553833008,-9.522239685058594,-10.43783950805664
40,20.0,7000.0,88.14176177978516,-13.24567985534668,-1.8312000036239624
41,21.0,7100.0,48.22159957885742,15.321040153503418,-22.828960418701172
42,22.0,7200.0,48.22159957885742,15.321040153503418,-22.828960418701172
43,23.0,7300.0,48.22159957885742,15.321040153503418,-22.828960418701172
44,24.0,7400.0,-13.489839553833008,-9.522239685058594,-10.43783950805664
45,25.0,7500.0,-13.489839553833008,-9.522239685058594,-10.43783950805664
46,26.0,7600.0,5.066319942474365,-5.127359867095947,-1.7701599597930908
47,27.0,7700.0,5.066319942474365,-5.127359867095947,-1.7701599597930908
48,28.0,7800.0,-1.0376800298690796,1.4039199352264404,-2.1974399089813232
49,29.0,7900.0,-1.0376800298690796,1.4039199352264404,-2.1974399089813232
50,25.0,7500.0,-13.489839553833008,-9.522239685058594,-10.43783950805664
51,26.0,7600.0,5.066319942474365,-5.127359867095947,-1.7701599597930908
52,27.0,7700.0,5.066319942474365,-5.127359867095947,-1.7701599597930908
53,28.0,7800.0,-1.0376800298690796,1.4039199352264404,-2.1974399089813232
54,29.0,7900.0,-1.0376800298690796,1.4039199352264404,-2.1974399089813232
55,30.0,8000.0,-1.0376800298690796,1.4039199352264404,-2.1974399089813232
56,31.0,8100.0,1.4649599790573118,4.089679718017578,-4.578000068664551
57,32.0,8200.0,1.4649599790573118,4.089679718017578,-4.578000068664551
58,33.0,8300.0,-1.4039199352264404,-4.761119842529297,-0.976639986038208
59,34.0,8400.0,-1.4039199352264404,-4.761119842529297,-0.976639986038208
60,30.0,8000.0,-1.0376800298690796,1.4039199352264404,-2.1974399089813232
61,31.0,8100.0,1.4649599790573118,4.089679718017578,-4.578000068664551
62,32.0,8200.0,1.4649599790573118,4.089679718017578,-4.578000068664551
63,33.0,8300.0,-1.4039199352264404,-4.761119842529297,-0.976639986038208
64,34.0,8400.0,-1.4039199352264404,-4.761119842529297,-0.976639986038208
65,35.0,8500.0,-2.3805599212646484,-6.165040016174316,0.488319993019104
66,36.0,8600.0,-2.3805599212646484,-6.165040016174316,0.488319993019104
67,37.0,8700.0,-2.3805599212646484,-6.165040016174316,0.488319993019104
68,38.0,8800.0,-2.075360059738159,6.1040000915527335,-2.014319896697998
69,39.0,8900.0,-2.075360059738159,6.1040000915527335,-2.014319896697998
70,35.0,8500.0,-2.3805599212646484,-6.165040016174316,0.488319993019104
71,36.0,8600.0,-2.3805599212646484,-6.165040016174316,0.488319993019104
72,37.0,8700.0,-2.3805599212646484,-6.165040016174316,0.488319993019104
73,38.0,8800.0,-2.075360059738159,6.1040000915527335,-2.014319896697998
74,39.0,8900.0,-2.075360059738159,6.1040000915527335,-2.014319896697998
75,40.0,9000.0,4.578000068664551,3.784479856491089,4.028639793395996
76,41.0,9100.0,4.578000068664551,3.784479856491089,4.028639793395996
77,42.0,9200.0,4.578000068664551,3.784479856491089,4.028639793395996
78,43.0,9300.0,36.01359939575195,-5.188399791717528,17.335359573364258
79,44.0,9400.0,36.01359939575195,-5.188399791717528,17.335359573364258
80,40.0,9000.0,4.578000068664551,3.784479856491089,4.028639793395996
81,41.0,9100.0,4.578000068664551,3.784479856491089,4.028639793395996
82,42.0,9200.0,4.578000068664551,3.784479856491089,4.028639793395996
83,43.0,9300.0,36.01359939575195,-5.188399791717528,17.335359573364258
84,44.0,9400.0,36.01359939575195,-5.188399791717528,17.335359573364258
85,45.0,9500.0,-7.813119888305664,-1.1597599983215332,-8.972879409790039
86,46.0,9600.0,-7.813119888305664,-1.1597599983215332,-8.972879409790039
87,47.0,9700.0,-0.488319993019104,-0.061039999127388,-1.8312000036239624
88,48.0,9800.0,-0.488319993019104,-0.061039999127388,-1.8312000036239624
89,49.0,9900.0,-0.488319993019104,-0.061039999127388,-1.8312000036239624
90,45.0,9500.0,-7.813119888305664,-1.1597599983215332,-8.972879409790039
91,46.0,9600.0,-7.813119888305664,-1.1597599983215332,-8.972879409790039
92,47.0,9700.0,-0.488319993019104,-0.061039999127388,-1.8312000036239624
93,48.0,9800.0,-0.488319993019104,-0.061039999127388,-1.8312000036239624
